name,openset
WM021_1PT,"Video Cues: The gaze stays largely forward with occasional downward glances; lips move with mouth opening/closing; no visible self-touching, fidgeting, or significant head movement; facial expression shows mild smiling and slight eyebrow raising; posture appears upright and stable.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; rhythm is uneven due to fillers and self-repairs. Voice quality and tension: pitch variation is evident with slight instability; loudness and energy fluctuate, and noticeable breathiness is present during pauses.; Reasoning: From the visual channel, the main cues are some gaze shifts or downward glances, an absence of visible self-touching or fidgeting. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy, audible breathiness. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
WM005_1PT,"Video Cues: Gaze shifts downward and to the side, occasional blinks, lips slightly parted with jaw movement, head tilts slightly, no visible self-touching or fidgeting, posture appears upright and still.; Audio Cues: Prosody/Timing: speech rate varies with pauses and hesitations; rhythm is uneven with fillers. Voice quality/Tension: pitch variation is present; loudness/energy fluctuates; breathiness is noticeable; strain/tension is not observed; voice breaks are not observed.; Reasoning: Visual evidence shows some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, audible breathiness. Taken together, the cross-modal evidence remains non-specific and does not provide strong support for deception, so the overall balance stays more compatible with a truthful prediction.; Prediction: truthful."
WM014_2NL,"Video Cues: Eyes frequently look downward and to the side, eyelids blink normally, mouth moves with jaw motion, head remains mostly still with slight tilts, no visible self-touching or fidgeting, posture appears relaxed, facial expression shows mild smiling with occasional subtle lip corner pulling.; Audio Cues: Prosody/Timing: speech rate varies with pauses and hesitations; rhythm is uneven with fillers. Voice quality/Tension: pitch variation is unstable; loudness/energy fluctuates with breathiness and strain/tension.; Reasoning: Visual evidence shows subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, limited head movement or mild tilts. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy. Taken together, the visual and audio cues show a weak-to-moderate cross-modal pattern of monitoring or load, so the overall balance remains more compatible with a deceptive prediction.; Prediction: deceptive."
WM005_2NL,"Video Cues: Gaze shifts downward and to the side, occasional blinks, lips slightly parted with jaw movement, hand briefly touches temple, head tilts slightly, posture upright but shoulders appear tense.; Audio Cues: Prosody/Timing: speech rate varies with pauses and hesitations; rhythm is uneven with fillers and self-repairs. Voice quality/Tension: pitch variation is unstable; loudness/energy fluctuates; breathiness is present; tremor/shakiness is noticeable; strain/tension is evident; voice breaks occur.; Reasoning: Visual evidence shows some gaze shifts or downward glances, subtle mouth or jaw movement, limited head movement or mild tilts. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy, audible breathiness. Taken together, the visual and audio cues show a weak-to-moderate cross-modal pattern of monitoring or load, so the overall balance remains more compatible with a deceptive prediction.; Prediction: deceptive."
WF017_1PT,"Video Cues: Gaze shifts frequently between left and right with occasional downward glances; lips move with jaw motion; no visible self-touching or fidgeting is present; facial expression remains consistently smiling with slight eyebrow raises and eye widening.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; rhythm is uneven due to fillers. Voice quality and tension: pitch variation is evident; loudness and energy fluctuate; noticeable breathiness is present; no tremor or shakiness is observed; no strain or tension is observed; no voice breaks are observed.; Reasoning: From the visual channel, the main cues are some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, audible breathiness. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
WM022_3NT,"Video Cues: Gaze shifts downward and to the side, occasional blinks, the head shows a slight tilts, lips parted during speech, there are no visible self-touching or fidgeting behaviors, facial expression remains relatively neutral with subtle eyebrow movement.; Audio Cues: Timing and prosody: speech rate fluctuates, with pauses and hesitations; uneven rhythm is accompanied by fillers and self-repairs. Vocal quality/tension: noticeable pitch variation with some instability is present; there are fluctuations in loudness/energy with breathiness and strain/tension.; Reasoning: The visual channel contributes some gaze shifts or downward glances, an absence of visible self-touching or fidgeting, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy. When the visual and audio observations are considered together, they do not form a strong cross-modal deception pattern, so the evidence still leans toward a truthful prediction.; Prediction: truthful."
WF018_4PL,"Video Cues: Gaze shifts frequently between direct forward, downward, and side glances; eyelids blink at moderate rate; lips slightly parted with jaw movement; no visible self-touching or fidgeting; facial expression remains relatively neutral with slight eyebrow raises during speech.; Audio Cues: Prosody/Timing: speech rate varies with frequent pauses and hesitations; rhythm is uneven due to fillers. Voice quality/Tension: pitch variation is moderate with some instability; loudness/energy is consistent but not high; breathiness is present; tremor/shakiness is not observed; strain/tension is not observed; voice breaks are not observed.; Reasoning: Visual evidence shows subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, mild facial tension or small facial adjustments. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, relatively consistent loudness or energy, audible breathiness. Taken together, the visual and audio cues show a weak-to-moderate cross-modal pattern of monitoring or load, so the overall balance remains more compatible with a deceptive prediction.; Prediction: deceptive."
BM015_2NL,"Video Cues: Direct eye contact is maintained throughout, blink frequency is minimal, slight head nods, no visible self-touching or fidgeting is present, facial expression remains relatively neutral with subtle mouth movements during apparent speech.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; the rhythm is uneven with interruptions and self-repairs. Voice quality and tension: pitch variation is unstable with loudness/energy fluctuating; breathiness and strain/tension are present, with voice breaks noted.; Reasoning: From the visual channel, the main cues are largely forward or steady gaze, limited blinking, an absence of visible self-touching or fidgeting. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability. Across modalities, the combined cues are more compatible with monitored or strategically managed responding than with fully relaxed delivery, which leaves the evidence leaning toward a deceptive prediction.; Prediction: deceptive."
BM009_2NL,"Video Cues: The gaze intermittently drops downward and to the side; the lips are slightly parted with visible jaw movement; the head tilts subtly; no visible self-touching or fidgeting is present; facial expression remains relatively neutral with slight eyebrow raise.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; the rhythm is uneven with fillers. Voice quality and tension: pitch variation is evident and somewhat unstable; loudness and energy fluctuate with breathiness and strain/tension.; Reasoning: From the visual channel, the main cues are subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, limited head movement or mild tilts. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy. Across modalities, the combined cues are more compatible with monitored or strategically managed responding than with fully relaxed delivery, which leaves the evidence leaning toward a deceptive prediction.; Prediction: deceptive."
WM026_3NT,"Video Cues: Gaze shifts downward and to the side, occasional blinks, slight lip parting appears together with jaw movement, subtle head tilts are visible, there are no visible self-touching or fidgeting behaviors, facial expression remains relatively neutral with slight mouth tension.; Audio Cues: Timing and prosody: speech rate is fast with frequent pauses and hesitations; uneven rhythm is accompanied by interruptions and self-repairs. Vocal quality/tension: pitch variation is unstable with frequent rises in tone; loudness/energy is high with strain/tension evident in vocal delivery.; Reasoning: The visual channel contributes some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability. When the visual and audio observations are considered together, they do not form a strong cross-modal deception pattern, so the evidence still leans toward a truthful prediction.; Prediction: truthful."
BM009_4PL,"Video Cues: Intermittent downward and sideward gaze shifts are visible; slight lip parting appears together with jaw movement; there are no visible self-touching or fidgeting behaviors; head remains mostly steady with slight forward lean; facial expression shows mild tension around the jaw and brow.; Audio Cues: Timing and prosody: speech rate is moderate with frequent pauses and hesitations; rhythm is uneven due to fillers are present and a phrase; interruptions are not present; self-repairs are not present. Vocal quality/tension: a moderate degree of pitch variation can be heard with slight instability; the loudness/energy level stays consistent with no notable fluctuations; noticeable breathiness is present during pauses; no tremor/shakiness is present; strain/tension is absent; no voice breaks are present.; Reasoning: The visual channel contributes some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, relatively consistent loudness or energy, audible breathiness. Considering both modalities together, the cue pattern is not decisive on its own but still aligns more with a deceptive than a truthful prediction.; Prediction: deceptive."
WM014_4PL,"Video Cues: Gaze frequently shifts downward and to the sides; eyelids blink at a moderate rate; mouth moves with speech; no visible self-touching or fidgeting is present; the head remains mostly still with slight nods; facial expression appears neutral to mildly engaged.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; the rhythm is uneven with fillers. Voice quality and tension: pitch variation is evident; loudness and energy fluctuate; noticeable breathiness is present; no strain or tension is observed; no voice breaks are observed.; Reasoning: From the visual channel, the main cues are an absence of visible self-touching or fidgeting, limited head movement or mild tilts. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, audible breathiness. Across modalities, the combined cues are more compatible with monitored or strategically managed responding than with fully relaxed delivery, which leaves the evidence leaning toward a deceptive prediction.; Prediction: deceptive."
BM024_1PT,"Video Cues: The gaze stays largely forward with occasional downward glances; no noticeable eye contact aversion or blinking changes; head is steady with minimal movement; posture appears upright; no visible self-touching, fidgeting, or tension indicators; facial expression remains relatively consistent with mouth moving during apparent speech.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; the rhythm is uneven with fillers. Voice quality and tension: pitch variation is evident; loudness and energy fluctuate; noticeable breathiness is present; no tremor or shakiness is observed; no strain or tension is observed; no voice breaks are observed.; Reasoning: From the visual channel, the main cues are some gaze shifts or downward glances, an absence of visible self-touching or fidgeting. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, audible breathiness. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
BM015_3NT,"Video Cues: Direct eye contact is maintained throughout, blink frequency is minimal, a slight head tilt is visibles, no visible self-touching or fidgeting is present, facial expression remains relatively neutral with subtle mouth movements during apparent speech.; Audio Cues: Prosody and timing: speech rate is moderate and includes occasional pauses, hesitations present; rhythm is uneven with self-repairs. Voice quality and tension: pitch variation is stable, loudness/energy remains consistent; breathiness is present, no tremor or shakiness is observed; no strain or tension is observed, no voice breaks are observed.; Reasoning: From the visual channel, the main cues are largely forward or steady gaze, limited blinking, an absence of visible self-touching or fidgeting. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, relatively consistent loudness or energy, audible breathiness. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
WM007_2NL,"Video Cues: Gaze shifts downward and to the side, occasional blinks, lips slightly parted with jaw movement, no visible self-touching or fidgeting, head remains mostly still with slight downward tilt, facial expression neutral with minimal micro-expressions.; Audio Cues: Prosody/Timing: speech rate varies with pauses and hesitations; rhythm is uneven with fillers. Voice quality/Tension: pitch variation is present with instability; loudness/energy fluctuates with breathiness and strain/tension.; Reasoning: Visual evidence shows some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy. Taken together, the visual and audio cues show a weak-to-moderate cross-modal pattern of monitoring or load, so the overall balance remains more compatible with a deceptive prediction.; Prediction: deceptive."
WM022_1PT,"Video Cues: Intermittent downward and sideward gaze shifts are visible; slight lip parting appears together with jaw movement; there are no visible self-touching or fidgeting behaviors; facial expression remains relatively neutral with slight eyebrow raise; a mostly still head position is observed with minor tilts.; Audio Cues: Timing and prosody: speech rate fluctuates, with pauses and hesitations; uneven rhythm is accompanied by fillers. Vocal quality/tension: pitch variation can be heard; there are fluctuations in loudness/energy; breathiness can be heard; no tremor/shakiness is present; strain/tension is absent; no voice breaks are present.; Reasoning: The visual channel contributes some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, audible breathiness. When the visual and audio observations are considered together, they do not form a strong cross-modal deception pattern, so the evidence still leans toward a truthful prediction.; Prediction: truthful."
WF017_2NL,"Video Cues: Gaze shifts downward and to the sides, frequent blinking, a slight head tilt is visibles, lips parted during speech, no visible self-touching or fidgeting is present, facial expressions vary from smiling to furrowed brow.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; rhythm is uneven due to fillers. Voice quality and tension: pitch variation is evident; loudness and energy fluctuate; noticeable breathiness is present; no tremor or shakiness is observed; no strain or tension is observed; no voice breaks are observed.; Reasoning: From the visual channel, the main cues are some gaze shifts or downward glances, an absence of visible self-touching or fidgeting, limited head movement or mild tilts. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, audible breathiness. Across modalities, the combined cues are more compatible with monitored or strategically managed responding than with fully relaxed delivery, which leaves the evidence leaning toward a deceptive prediction.; Prediction: deceptive."
WF018_2NL,"Video Cues: Gaze shifts downward and to the sides, occasional blinks, the head shows a slight tilts, lips parted during speech, there are no visible self-touching or fidgeting behaviors, facial expression remains relatively neutral with subtle eyebrow movements.; Audio Cues: Timing and prosody: speech rate varies with frequent pauses and hesitations; rhythm is uneven with multiple fillers. Vocal quality/tension: pitch variation is unstable with frequent shifts; there are fluctuations in loudness/energy with breathiness noted during longer pauses.; Reasoning: The visual channel contributes some gaze shifts or downward glances, an absence of visible self-touching or fidgeting, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy. Considering both modalities together, the cue pattern is not decisive on its own but still aligns more with a deceptive than a truthful prediction.; Prediction: deceptive."
BM018_2NL,"Video Cues: Direct eye contact maintained throughout, slight head tilts, lips moving in speech with visible jaw motion, no noticeable self-touching or fidgeting, facial expression remains relatively neutral with subtle eyebrow movement.; Audio Cues: Prosody/Timing: speech rate varies with pauses and hesitations; rhythm is uneven with fillers and interruptions. Voice quality/Tension: pitch variation is unstable; loudness/energy fluctuates; breathiness is present; tremor/shakiness is not observed; strain/tension is present; voice breaks are not observed.; Reasoning: Visual evidence shows largely forward or steady gaze, subtle mouth or jaw movement, limited head movement or mild tilts. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy, audible breathiness. Taken together, the visual and audio cues show a weak-to-moderate cross-modal pattern of monitoring or load, so the overall balance remains more compatible with a deceptive prediction.; Prediction: deceptive."
BM016_2NL,"Video Cues: Gaze shifts downward and to the side, occasional blinks, slight head tilts, mouth movements consistent with speech, no visible self-touching or fidgeting, facial expression transitions from neutral to smiling, posture appears relaxed with shoulders not tense.; Audio Cues: Prosody/Timing: speech rate varies with pauses and hesitations; rhythm is uneven with interruptions and self-repairs. Voice quality/Tension: pitch variation is unstable; loudness/energy fluctuates; breathiness is present; tremor/shakiness is noticeable; strain/tension is detectable; voice breaks occur.; Reasoning: Visual evidence shows some gaze shifts or downward glances, an absence of visible self-touching or fidgeting, limited head movement or mild tilts. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy, audible breathiness. Taken together, the visual and audio cues show a weak-to-moderate cross-modal pattern of monitoring or load, so the overall balance remains more compatible with a deceptive prediction.; Prediction: deceptive."
WF014_3NT,"Video Cues: Eyes frequently blink and shift downward; forehead wrinkles; mouth moves with jaw motion; there are no visible self-touching or fidgeting behaviors; head remains mostly steady with slight forward tilts; facial expression shows tension and emotional display without clear gaze aversion.; Audio Cues: Timing and prosody: speech rate varied with pauses between clauses, hesitations before phrase boundaries boundary; rhythm uneven with interruptions in sentence flow. Vocal quality/tension: pitch variation present during emotional descriptors, loudness/energy fluctuated with emphasis on a phrase and a phrase; breathiness noted during longer pauses, no tremor/shakiness is present, strain/tension present during descriptive phrases, voice breaks not observed.; Reasoning: The visual channel contributes subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, mild facial tension or small facial adjustments, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability. When the visual and audio observations are considered together, they do not form a strong cross-modal deception pattern, so the evidence still leans toward a truthful prediction.; Prediction: truthful."
WF017_4PL,"Video Cues: Eye contact is intermittently broken with downward glances and rapid blinks; eyebrows raise and furrow; lips part and jaw moves; head tilts and turns; no visible self-touching or fidgeting; facial expressions shift between smiling, squinting, and grimacing.; Audio Cues: Prosody/Timing: speech rate varies with pauses and hesitations; rhythm is uneven due to fillers. Voice quality/Tension: pitch variation is present; loudness/energy fluctuates; breathiness is noticeable; tremor/shakiness is not observed; strain/tension is not observed; voice breaks are not observed.; Reasoning: Visual evidence shows an absence of visible self-touching or fidgeting, limited head movement or mild tilts. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, audible breathiness. Taken together, the visual and audio cues show a weak-to-moderate cross-modal pattern of monitoring or load, so the overall balance remains more compatible with a deceptive prediction.; Prediction: deceptive."
BM018_3NT,"Video Cues: Gaze shifts downward and to the side, occasional blinks, lips slightly parted with jaw movement, no visible self-touching or fidgeting, head remains mostly still with slight forward lean.; Audio Cues: Prosody/Timing: speech rate varies with pauses and hesitations; rhythm is uneven with self-repairs. Voice quality/Tension: pitch variation is unstable; loudness/energy fluctuates with breathiness and strain/tension.; Reasoning: Visual evidence shows some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy. Taken together, the cross-modal evidence remains non-specific and does not provide strong support for deception, so the overall balance stays more compatible with a truthful prediction.; Prediction: truthful."
BM003_1PT,"Video Cues: Mostly forward gaze is maintained, with brief downward glances; eyes show mild widening; lips move with jaw motion; there are no visible self-touching, fidgeting, or posture shifts; facial expression appears neutral to slightly engaged.; Audio Cues: Timing and prosody: speech rate varies with pauses between emotional segments, hesitations before phrase boundaries; rhythm is uneven with self-repairs in phrasing. Vocal quality/tension: a moderate degree of pitch variation can be heard with stability during descriptive parts, loudness/energy rises during emotional peaks; breathiness noticeable during pauses, tremor/shakiness absent, strain/tension minimal, no voice breaks are present.; Reasoning: The visual channel contributes some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, while the audio channel contributes pitch variation without marked instability, no clear voice breaks. When the visual and audio observations are considered together, they do not form a strong cross-modal deception pattern, so the evidence still leans toward a truthful prediction.; Prediction: truthful."
BM004_1PT,"Video Cues: The gaze stays largely forward with occasional downward glances; lips move with speech; no visible self-touching or fidgeting is present; facial expression shifts from neutral to smiling; head remains steady with minimal motion.; Audio Cues: Prosody and timing: speech rate varies with occasional pauses and hesitations; rhythm is somewhat uneven with fillers are present and a phrase Voice quality and tension: pitch variation is moderate with slight instability during emotional emphasis; loudness and energy fluctuate, showing moments of heightened enthusiasm and quieter, reflective tones; breathiness is present during longer phrases; no tremor or strain observed; voice breaks not detected.; Reasoning: From the visual channel, the main cues are some gaze shifts or downward glances, an absence of visible self-touching or fidgeting. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy, audible breathiness. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
BM021_1PT,"Video Cues: The gaze intermittently drops downward and to the side, the lips are slightly parted with visible jaw movement, the head tilts subtly, no visible self-touching or fidgeting is present, the posture remains upright, the facial expression is mostly neutral with slight eyebrow raises.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; the rhythm is uneven with fillers. Voice quality and tension: pitch variation is evident; loudness and energy fluctuate; noticeable breathiness is present; no tremor or shakiness is observed; no strain or tension is observed; no voice breaks are observed.; Reasoning: From the visual channel, the main cues are subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, limited head movement or mild tilts. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, audible breathiness. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
WM022_2NL,"Video Cues: Gaze shifts downward and to the side, occasional blinks, a slight head tilt is visibles, lips parting and jaw moving, no visible self-touching or fidgeting is present, facial expression remains mostly neutral with subtle mouth movements.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; rhythm is uneven with multiple fillers and self-repairs. Voice quality and tension: pitch variation is evident and somewhat unstable; loudness and energy fluctuate with breathiness and occasional strain/tension.; Reasoning: From the visual channel, the main cues are some gaze shifts or downward glances, an absence of visible self-touching or fidgeting, limited head movement or mild tilts. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy. Across modalities, the combined cues are more compatible with monitored or strategically managed responding than with fully relaxed delivery, which leaves the evidence leaning toward a deceptive prediction.; Prediction: deceptive."
WF009_3NT,"Video Cues: Gaze shifts slightly downward and to the side intermittently; eyelids blink at moderate rate; lips move with speech; no visible self-touching or fidgeting; facial expression remains relatively neutral with slight mouth tension during speech.; Audio Cues: Reliable audio evidence is unavailable; Reasoning: Visual evidence shows an absence of visible self-touching or fidgeting. Audio evidence shows limited vocal evidence. Taken together, the cross-modal evidence remains non-specific and does not provide strong support for deception, so the overall balance stays more compatible with a truthful prediction.; Prediction: truthful."
BM014_3NT,"Video Cues: Gaze shifts slightly downward and to the side while maintaining partial eye contact; lips move with visible jaw motion; no noticeable self-touching, fidgeting, or posture changes; facial expression remains consistently smiling with slight mouth tension during speech-like movements.; Audio Cues: Prosody/Timing: speech rate varies with pauses and hesitations; rhythm is uneven with interruptions and self-repairs. Voice quality/Tension: pitch variation is unstable with loudness/energy fluctuating; breathiness and tremor/shakiness are present, indicating strain/tension.; Reasoning: Visual evidence shows subtle mouth or jaw movement. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability. Taken together, the cross-modal evidence remains non-specific and does not provide strong support for deception, so the overall balance stays more compatible with a truthful prediction.; Prediction: truthful."
BM003_3NT,"Video Cues: The gaze stays largely forward with occasional downward glances; no noticeable eye contact shifts or blinks; lips move with mouth opening/closing; no visible self-touching, fidgeting, or posture changes; facial expression remains relatively neutral with slight mouth tension.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; the rhythm is uneven with interruptions and self-repairs. Voice quality and tension: pitch variation is unstable; loudness and energy fluctuate; breathiness is present; no tremor or shakiness is observed; strain/tension is present; no voice breaks are observed.; Reasoning: From the visual channel, the main cues are some gaze shifts or downward glances, an absence of visible self-touching or fidgeting. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy, audible breathiness. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
BM017_1PT,"Video Cues: Gaze shifts downward and to the side, frequent blinking, a slight head tilt is visibles, lips parted during speech, no visible self-touching or fidgeting is present, facial expression remains relatively neutral with subtle eyebrow raises.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; the rhythm is uneven with fillers. Voice quality and tension: pitch variation is evident; loudness and energy fluctuate; noticeable breathiness is present; no strain or tension is observed; no voice breaks are observed.; Reasoning: From the visual channel, the main cues are some gaze shifts or downward glances, an absence of visible self-touching or fidgeting, limited head movement or mild tilts. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, audible breathiness. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
BM008_1PT,"Video Cues: Gaze frequently shifts downward and to the side, eyelids blink at a moderate rate, lips move with jaw motion, head tilts slightly, and no visible self-touching or fidgeting is present observed.; Audio Cues: Prosody and timing: speech rate is moderate with frequent pauses and hesitations; rhythm is uneven due to fillers are present and a phrase Voice quality and tension: pitch variation is evident but not extreme; loudness/energy is relatively stable; noticeable breathiness is present during pauses; strain/tension is not evident.; Reasoning: From the visual channel, the main cues are subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, limited head movement or mild tilts. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, audible breathiness. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
WF011_1PT,"Video Cues: The gaze remains mostly forward with occasional downward glances; lips move with speech; hand briefly touches neck; no significant self-touching or fidgeting observed; facial expression remains relatively neutral with slight mouth movements.; Audio Cues: Prosody and timing: speech rate is moderate with frequent pauses and hesitations; rhythm is uneven due to fillers. Voice quality and tension: pitch variation is stable; loudness/energy remains consistent; breathiness is present; no tremor or shakiness is observed; no strain or tension is observed; no voice breaks are observed.; Reasoning: From the visual channel, the main cues are some gaze shifts or downward glances. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, relatively consistent loudness or energy, audible breathiness. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
BM006_2NL,"Video Cues: Eyes frequently lower or shift sideways, lips move with jaw motion, head tilts slightly, no visible self-touching or fidgeting is present, posture remains relatively still with minimal body movement.; Audio Cues: Prosody and timing: speech rate is moderately fast with occasional pauses between phrases, hesitations present before key points; rhythm is uneven with some self-repairs in phrasing. Voice quality and tension: pitch variation is moderate with slight instability during emphasis, loudness/energy remains consistently high with no noticeable tremor or strain, breathiness is minimal, no voice breaks are observed.; Reasoning: From the visual channel, the main cues are subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, limited head movement or mild tilts. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, relatively consistent loudness or energy, no clear voice breaks. Across modalities, the combined cues are more compatible with monitored or strategically managed responding than with fully relaxed delivery, which leaves the evidence leaning toward a deceptive prediction.; Prediction: deceptive."
